theta;RFC;;KNN;;GNB;;SVM;
3.423845119;80.41119;1.080442851;90.57315;0.845205979;88.62668;0.876249837;87.48198;0.930449912
3.436116965;80.48685;1.045118485;90.58468;0.842598112;88.61845;0.837528034;87.46628;0.962105837
3.448388811;80.32316;1.108174442;90.58554;0.82711331;88.60688;0.851997362;87.47782;0.982974408
3.460660657;80.44244;1.189561947;90.61018;0.828400632;88.62005;0.851666183;87.51559;0.968060526
3.472932504;80.57896;1.112819221;90.62824;0.835552609;88.63816;0.877026302;87.53704;0.959670953
3.48520435;80.5189;1.136802679;90.64471;0.813550199;88.65709;0.842843866;87.55506;0.9453874
3.497476196;80.60938;1.103536694;90.68007;0.802573975;88.68828;0.847980921;87.59706;0.936988792
3.509748043;80.66532;1.16630904;90.69656;0.797362331;88.68415;0.862513749;87.62832;0.921275072
3.522019889;80.63574;1.128650385;90.70479;0.818648487;88.73105;0.854736572;87.65048;0.920147341
3.534291735;80.6982;1.135427849;90.72121;0.811695254;88.73929;0.785338568;87.69488;0.915511357
3.546563582;80.76978;1.097619138;90.75907;0.815873841;88.74916;0.779979522;87.74997;0.927625145
3.558835428;80.74174;1.084328019;90.76895;0.837359975;88.75492;0.743542557;87.80757;0.892858334
3.571107274;80.83961;1.113617384;90.80018;0.81768827;88.76147;0.751687454;87.83062;0.866905759
3.583379121;80.75742;1.163675592;90.81745;0.820549857;88.75488;0.751768372;87.84706;0.884104471
3.595650967;80.99014;1.275176717;90.84787;0.814747736;88.78699;0.76830971;87.86518;0.878113425
3.607922813;80.96629;1.00285066;90.87908;0.816590799;88.76228;0.779589842;87.89722;0.859004442
3.620194659;80.98195;1.076939101;90.92265;0.817581646;88.75733;0.78188127;87.93342;0.843747441
3.632466506;80.97612;1.101040683;90.92761;0.810255823;88.76483;0.798950487;87.963;0.853710279
3.644738352;81.21298;1.179253993;90.93175;0.803292218;88.79109;0.817902294;87.97781;0.855854248
3.657010198;81.23602;1.153543462;90.97284;0.802928063;88.80592;0.819023964;88.00818;0.822274788
3.669282045;81.24913;1.087862994;91.00246;0.799183101;88.79279;0.846212294;88.04441;0.810960284
3.681553891;81.32149;1.141056988;91.02881;0.810382523;88.79438;0.840949033;88.05921;0.822528763
3.693825737;81.19738;1.081686616;91.04359;0.805781001;88.81004;0.84350125;88.07482;0.862797037
3.706097584;81.34295;1.034982902;91.07647;0.786210499;88.8544;0.878570168;88.08139;0.872685784
3.71836943;81.45227;1.04205541;91.08382;0.805479589;88.8684;0.887176093;88.07813;0.866861196
3.730641276;81.28621;1.132380919;91.09287;0.803053219;88.89722;0.884987408;88.11925;0.853510309
3.742913122;81.46467;1.045215318;91.11348;0.785172217;88.9309;0.863918706;88.16941;0.850299395
3.755184969;81.51402;1.036876569;91.13237;0.770026411;88.94894;0.83140096;88.20227;0.864706052
3.767456815;81.52139;1.142842079;91.15793;0.773243018;88.94735;0.824122204;88.2286;0.862085483
3.779728661;81.5337;1.152687941;91.17435;0.771417078;88.97533;0.843898241;88.26474;0.859305506
3.792000508;81.83058;1.230834994;91.16782;0.749212258;88.94813;0.869029662;88.28538;0.900347075
3.804272354;81.56248;1.069246094;91.19899;0.758030006;88.98276;0.856624236;88.28619;0.906294463
3.8165442;81.54029;1.181188379;91.18336;0.768838351;88.97948;0.86921946;88.32153;0.937135939
3.828816047;81.66115;1.124643289;91.1842;0.760656821;89.00325;0.855544685;88.3166;0.928384737
3.841087893;81.60033;1.147565066;91.19244;0.769073109;88.98109;0.872180854;88.31744;0.906578847
3.853359739;81.65047;1.277843922;91.18918;0.755984092;88.99502;0.861096371;88.31085;0.872374442
3.865631585;81.60031;1.170852567;91.19903;0.755097218;89.00821;0.877521251;88.31743;0.892228303
3.877903432;81.82974;1.101024438;91.20149;0.750018713;89.02219;0.880363774;88.3273;0.886573387
3.890175278;81.74671;1.072939451;91.21958;0.748849654;89.01891;0.867236255;88.33389;0.892231538
3.902447124;81.71873;1.063956971;91.21792;0.75244917;89.02628;0.880350136;88.35031;0.881532719
3.914718971;81.77877;1.075344353;91.22371;0.757811247;89.03867;0.875293883;88.3495;0.894844439
3.926990817;81.74351;1.104398682;91.23194;0.751368096;89.03204;0.883970395;88.33221;0.895069364
3.939262663;81.8446;1.061014392;91.25251;0.747933239;89.01645;0.897024686;88.35195;0.878025152
3.95153451;81.88893;1.054106714;91.26401;0.757485148;89.00577;0.901003406;88.36676;0.908976261
3.963806356;81.93588;1.173155704;91.2853;0.753600418;89.02628;0.897627919;88.38312;0.927404715
3.976078202;81.98273;1.087650586;91.30179;0.754075677;89.0411;0.889973342;88.36598;0.92157667
3.988350049;81.95475;1.146767129;91.3043;0.737437733;89.05262;0.889147949;88.34947;0.916481243
4.000621895;81.96135;1.179640779;91.3068;0.734758899;89.04356;0.884416614;88.34625;0.926363691
4.012893741;82.02876;1.128597733;91.31417;0.741841561;89.065;0.896676831;88.34376;0.948658675
4.025165587;82.02792;0.987852516;91.32076;0.747244794;89.06002;0.907831074;88.34948;0.959536195
4.037437434;82.02472;1.15129072;91.34043;0.743475006;89.04765;0.912410537;88.37748;0.96458773
4.04970928;81.93997;0.987355037;91.35116;0.734823172;89.03618;0.896359441;88.37335;0.97973259
4.061981126;82.03702;1.215726153;91.36763;0.729216095;89.09452;0.878431448;88.37495;0.976958498
4.074252973;82.06992;1.119162657;91.38237;0.745847192;89.10687;0.873869151;88.37172;0.974200863
4.086524819;82.06741;1.064998912;91.37669;0.741853822;89.1143;0.857372527;88.37086;0.981560645
4.098796665;82.10606;1.098251345;91.39721;0.746767156;89.11179;0.867627204;88.3824;0.974830221
4.111068512;82.00326;1.171882243;91.4087;0.750087175;89.111;0.871204477;88.37416;0.966003848
4.123340358;82.12424;1.253402043;91.4071;0.767823398;89.11591;0.863675669;88.40378;0.954498524
4.135612204;82.10112;1.028447464;91.41697;0.76708828;89.12414;0.855955093;88.42268;0.932257871
4.14788405;82.16774;1.001725577;91.44002;0.765910438;89.10764;0.865804534;88.43089;0.916877984
4.160155897;82.22366;1.018148027;91.44735;0.763603619;89.09121;0.850978358;88.44242;0.929328383
4.172427743;82.19076;1.11186895;91.46877;0.765620021;89.09455;0.84647532;88.46296;0.937948324
4.184699589;82.1423;1.118133708;91.47202;0.753182116;89.08216;0.838631167;88.46382;0.948728595
4.196971436;82.12904;1.021664523;91.49018;0.743847046;89.08136;0.849459128;88.44903;0.967093764
4.209243282;82.13732;1.07812911;91.48854;0.737065851;89.08055;0.868950129;88.46134;0.942446892
4.221515128;82.37335;1.001356733;91.4795;0.750333746;89.11182;0.853662526;88.43999;0.942028179
4.233786975;82.21136;0.967313512;91.49345;0.742729767;89.09864;0.870885624;88.43418;0.932972158
4.246058821;82.14309;1.101644045;91.50578;0.735411308;89.11014;0.876337641;88.43093;0.925061039
4.258330667;82.01894;1.089014883;91.50249;0.729819519;89.10112;0.861664323;88.43423;0.947894919
4.270602513;82.00161;1.037418603;91.5099;0.735101578;89.07813;0.865229989;88.43914;0.936682956
4.28287436;82.20799;1.064629536;91.50419;0.728149458;89.05343;0.887104687;88.43586;0.943004422
4.295146206;82.287;1.056091104;91.5107;0.720781014;89.07234;0.897156042;88.46629;0.95561751
4.307418052;82.12419;1.01090751;91.52554;0.733474736;89.06655;0.890488724;88.45806;0.971145425
4.319689899;82.25573;1.079160376;91.53623;0.741130351;89.05837;0.871788732;88.47041;0.980170772
4.331961745;82.2245;1.081959634;91.56258;0.750857725;89.07235;0.869405376;88.4696;0.993218043
4.344233591;82.25249;1.043294469;91.57157;0.740603541;89.08632;0.857252097;88.48194;0.969427324
4.356505438;82.32481;1.026258337;91.5756;0.75090841;89.05508;0.867241093;88.44411;0.948803013
4.368777284;82.2771;1.059361747;91.57898;0.766894647;89.05017;0.849770181;88.43995;0.944126097
4.38104913;82.31907;1.157359601;91.58144;0.771350534;89.04359;0.851334624;88.45307;0.988039971
4.393320977;82.27632;1.068787199;91.58063;0.77704401;89.0559;0.863590673;88.45069;0.976301477
4.405592823;82.30012;1.073066086;91.57896;0.762411279;89.05589;0.870516202;88.43505;0.985478476
4.417864669;82.17188;1.066380826;91.57816;0.764466451;89.04357;0.874341344;88.43338;0.96215301
4.430136515;82.28869;0.829604046;91.58471;0.774322998;89.04448;0.878472179;88.40954;0.972719728
4.442408362;82.34787;1.114329742;91.58474;0.76541417;89.06167;0.867350898;88.40871;0.964055759
4.454680208;82.19819;1.090320143;91.58473;0.756865059;89.07481;0.830527142;88.40541;0.976410652
4.466952054;82.34704;1.051685627;91.59463;0.738754907;89.07563;0.838969125;88.44816;0.976331857
4.479223901;82.40373;1.071776794;91.60118;0.749727409;89.06744;0.851559632;88.44321;0.978915863
4.491495747;82.23018;1.04306817;91.61269;0.747645447;89.06743;0.869442468;88.44323;0.973857565
4.503767593;82.13979;1.145940717;91.62912;0.740082783;89.05429;0.878319717;88.41451;0.951734716
4.51603944;82.34782;1.026559529;91.63162;0.748062735;89.05671;0.83786701;88.44163;0.952710509
4.528311286;82.33716;1.045966765;91.63489;0.75632198;89.06335;0.838655345;88.46622;0.946647153
4.540583132;82.40299;1.084989903;91.64308;0.746783244;89.05751;0.869078069;88.45472;0.937832033
4.552854978;82.40541;1.072260893;91.64231;0.761628212;89.0419;0.864437557;88.48677;0.945826684
4.565126825;82.34457;1.093368175;91.66288;0.755157762;89.07067;0.867813275;88.49341;0.94443866
4.577398671;82.35197;1.054674324;91.67107;0.760348739;89.08387;0.89384929;88.48763;0.954788308
4.589670517;82.33219;1.124759927;91.66037;0.766754832;89.08628;0.869532461;88.47449;0.953146353
4.601942364;82.26647;1.186244835;91.67347;0.761344133;89.09043;0.858785937;88.47286;0.969527566
4.61421421;82.23194;1.199260429;91.6727;0.778505665;89.07486;0.858399138;88.48935;0.952434831
4.626486056;82.2763;1.09860695;91.68344;0.768080352;89.10444;0.862729567;88.49839;0.973348888
4.638757903;82.38319;1.178617866;91.69987;0.771474247;89.13233;0.849452071;88.53205;0.971022959
4.651029749;82.47367;1.143261475;91.71795;0.770942856;89.12168;0.854264407;88.52877;0.948888422
4.663301595;82.32234;1.188214545;91.7385;0.783013429;89.1291;0.862227377;88.52056;0.926591629
4.675573441;82.45474;1.068586044;91.74421;0.791151734;89.1373;0.862318601;88.53531;0.936059151
4.687845288;82.39141;0.970890798;91.74917;0.792397805;89.11593;0.870078413;88.54685;0.945401675
4.700117134;82.33883;1.150780874;91.76973;0.766937245;89.11262;0.93530969;88.46784;0.996526996
4.71238898;81.12666;1.018653417;91.25083;0.804051168;87.98104;1.014462773;87.04774;1.050300306
4.724660827;82.09784;1.04452026;91.79362;0.76464636;89.10366;0.915108816;88.45316;0.970236659
4.736932673;82.37993;1.055887468;91.76563;0.788829191;89.17101;0.891824125;88.53703;0.946108899
4.749204519;82.5296;1.15550119;91.76236;0.773939126;89.18504;0.898212635;88.56995;0.974325843
4.761476366;82.44903;1.171854056;91.75988;0.774011115;89.20313;0.8922609;88.54772;0.962145219
4.773748212;82.37499;1.202866547;91.76646;0.791924231;89.23518;0.886737632;88.53292;0.941500193
4.786020058;82.54192;1.170085011;91.76811;0.788368339;89.2549;0.879059458;88.54686;0.941376545
4.798291905;82.39388;1.05027151;91.77717;0.781671824;89.25084;0.847461406;88.55094;0.948798449
4.810563751;82.33226;1.058345894;91.79445;0.767389919;89.24503;0.851661253;88.55752;0.974288309
4.822835597;82.38481;1.145548739;91.79937;0.764500957;89.25739;0.887336282;88.55257;0.978605521
4.835107443;82.35035;1.085970325;91.80182;0.735992165;89.25572;0.871379367;88.54272;0.993295113
4.84737929;82.39054;1.132608762;91.81002;0.747767851;89.27137;0.853988778;88.54605;1.008947961
4.859651136;82.2713;1.145243472;91.82404;0.740608438;89.27139;0.824568346;88.56659;1.017495485
4.871922982;82.31909;1.113715485;91.82483;0.735846928;89.27793;0.834941893;88.58555;1.014311751
4.884194829;82.32566;1.173241784;91.82484;0.735827272;89.28702;0.846626907;88.59706;1.027787788
4.896466675;82.32813;1.107601478;91.80927;0.751419096;89.32319;0.82427364;88.66203;0.997579595
4.908738521;82.3865;1.105998178;91.81252;0.749178503;89.31658;0.847022458;88.68093;0.984032268
4.921010368;82.32889;1.130313009;91.82571;0.75320712;89.30595;0.839538449;88.68173;0.993597684
4.933282214;82.5592;1.16656608;91.8142;0.763591239;89.33636;0.87443006;88.69898;0.981294706
4.94555406;82.33796;1.112071328;91.8249;0.769851888;89.34374;0.885859533;88.70556;0.987206446
4.957825906;82.34291;1.137770777;91.81331;0.769632441;89.35854;0.879537247;88.71048;1.009141382
4.970097753;82.40042;1.193785577;91.80755;0.773765977;89.38152;0.87270338;88.74018;1.007322613
4.982369599;82.22947;1.137358681;91.80344;0.775486909;89.39963;0.879682632;88.75076;1.035037537
4.994641445;82.37334;1.261298143;91.78862;0.771922597;89.4054;0.870664505;88.72369;1.014505946
5.006913292;82.41201;1.127627416;91.78621;0.772634678;89.39223;0.878859657;88.75333;1.020222947
5.019185138;82.44491;1.286939246;91.75745;0.792053059;89.3865;0.865957788;88.77629;1.022071077
5.031456984;82.41119;1.17552491;91.77221;0.791990143;89.39145;0.906954865;88.76233;0.987824803
5.043728831;82.38978;1.023492937;91.7804;0.804403133;89.37665;0.877788988;88.75907;0.994274442
5.056000677;82.43994;1.180743468;91.75905;0.77889788;89.34542;0.861141082;88.75906;0.985459881
5.068272523;82.39392;1.153093922;91.74094;0.788544353;89.33802;0.872761811;88.75246;1.001809238
5.080544369;82.50738;1.160696694;91.7385;0.781385417;89.33798;0.875999714;88.77219;1.002756907
5.092816216;82.53782;1.058172504;91.73268;0.766296129;89.34461;0.903216518;88.75655;1.012052749
5.105088062;82.4893;1.188197892;91.70971;0.777454929;89.33967;0.937802101;88.73923;1.02129077
5.117359908;82.34047;1.114119594;91.69736;0.803147278;89.35281;0.913327255;88.73359;1.002317865
5.129631755;82.4679;1.173120791;91.70066;0.807591484;89.35277;0.908375758;88.7533;0.992790718
5.141903601;82.4893;1.190199517;91.68996;0.822721993;89.33301;0.923932341;88.73686;0.963535417
5.154175447;82.46877;1.090408858;91.67269;0.802009011;89.36262;0.891434448;88.75485;0.962598757
5.166447294;82.48109;1.119677928;91.68916;0.79475952;89.35524;0.900140346;88.74173;0.950316114
5.17871914;82.35853;1.165325847;91.67763;0.815407072;89.35935;0.877745742;88.72699;0.990609696
5.190990986;82.4498;1.119133004;91.67105;0.81901976;89.33713;0.881643393;88.7229;0.991237484
5.203262833;82.34783;1.178916936;91.65134;0.815797956;89.3577;0.858932331;88.73437;1.005890865
5.215534679;82.31087;1.10963755;91.64718;0.828131564;89.36187;0.84710241;88.72696;0.991390497
5.227806525;82.41527;1.267911841;91.61928;0.834349856;89.37414;0.85975286;88.73601;0.999553585
5.240078371;82.34618;1.153490671;91.59712;0.846632202;89.33059;0.859550733;88.70635;0.981867571
5.252350218;82.36593;1.216151202;91.5757;0.852729283;89.33634;0.867644884;88.71053;0.998884542
5.264622064;82.34701;1.076900046;91.59374;0.859666175;89.35612;0.848435835;88.72285;0.98617945
5.27689391;82.52468;1.070602362;91.60608;0.876965093;89.39142;0.846380389;88.71542;1.002058962
5.289165757;82.41775;1.058314324;91.60858;0.863231188;89.38896;0.837016654;88.70886;1.011066981
5.301437603;82.42026;1.137006303;91.62341;0.86028693;89.36265;0.829177115;88.69902;1.027826143
5.313709449;82.33882;1.11191348;91.64232;0.85499063;89.37905;0.839444928;88.71538;1.016446947
5.325981296;82.34781;1.223220476;91.63815;0.862910185;89.38899;0.831149391;88.71794;1.001717164
5.338253142;82.5304;1.189332813;91.62424;0.878737983;89.37252;0.814421273;88.68416;0.993554012
5.350524988;82.4383;1.140172123;91.64478;0.904415951;89.39393;0.834250661;88.6957;1.018060426
5.362796834;82.42108;1.134856543;91.65793;0.928404559;89.4211;0.836646538;88.69489;1.001107695
5.375068681;82.4893;1.287627745;91.66948;0.900018383;89.43172;0.871684256;88.72117;0.981871693
5.387340527;82.49013;1.09158904;91.6801;0.882661028;89.43831;0.888028588;88.73435;0.953399752
5.399612373;82.59949;0.973370181;91.69413;0.886671491;89.47203;0.902610663;88.72861;0.980731573
5.41188422;82.67598;1.095732166;91.71385;0.883216048;89.46135;0.894117032;88.7237;1.011968908
5.424156066;82.45887;1.085466873;91.73353;0.861873952;89.45641;0.86942863;88.72942;1.007124483
5.436427912;82.59044;1.095290585;91.7212;0.869792079;89.46785;0.886698363;88.71137;0.995132098
5.448699759;82.64883;1.130826035;91.73851;0.853465822;89.45062;0.868661715;88.69819;0.972279607
5.460971605;82.54112;1.051158326;91.73928;0.857269655;89.46957;0.875859478;88.71787;0.953666668
5.473243451;82.69244;1.179449205;91.75163;0.850992816;89.48271;0.873168945;88.72945;0.944461427
5.485515297;82.58879;1.13231926;91.76811;0.843345385;89.48273;0.858049659;88.75168;0.941139032
5.497787144;82.70228;1.098448998;91.78621;0.832337183;89.49834;0.844749054;88.7623;0.957357128
5.51005899;82.69084;1.061722664;91.79526;0.828064691;89.4868;0.835722023;88.7788;0.960109931
5.522330836;82.7327;1.067892443;91.8117;0.836565234;89.51309;0.845825267;88.79196;0.961697665
5.534602683;82.75741;1.162284682;91.80428;0.84521918;89.54114;0.850260596;88.80261;0.974798409
5.546874529;82.75163;1.173204685;91.83225;0.871165247;89.54278;0.869733115;88.82234;0.99431801
5.559146375;82.91197;1.109193865;91.83801;0.857969189;89.55013;0.862456708;88.83226;0.989662555
5.571418222;82.87087;1.055676576;91.84458;0.82633445;89.57152;0.892863982;88.87085;1.004359909
5.583690068;82.87421;1.224874731;91.84617;0.819914203;89.54847;0.874001332;88.87497;0.999811957
5.595961914;82.96959;1.069328903;91.83969;0.810252167;89.54525;0.858651447;88.92767;0.997809912
5.608233761;82.92929;1.282595792;91.85937;0.809758528;89.57238;0.887408776;88.9474;0.965203554
5.620505607;82.95723;1.095140172;91.87012;0.786295152;89.55261;0.928758127;88.99262;0.986198355
5.632777453;82.90457;1.072679843;91.87992;0.778128276;89.53705;0.938565686;88.98435;1.010500414
5.645049299;82.83634;1.245317897;91.89398;0.781110824;89.54852;0.932836046;89.00738;1.032440447
5.657321146;83.00162;1.124946228;91.88902;0.791184302;89.50988;0.921288633;88.99835;1.035929808
5.669592992;83.03535;1.091126935;91.89233;0.778680718;89.52626;0.905801111;89.00328;1.044399618
5.681864838;83.00655;1.035596547;91.88243;0.758330393;89.54438;0.898018349;89.02876;1.049242938
5.694136685;82.86347;1.220193874;91.90714;0.756334397;89.54769;0.923490538;89.0568;1.038274954
5.706408531;83.09871;1.116399313;91.90382;0.762452981;89.51561;0.903251481;89.03458;1.02689432
5.718680377;82.95647;1.038823214;91.90053;0.786285565;89.51559;0.900745004;89.06742;0.996164205
5.730952224;82.88481;1.159339404;91.89643;0.791341295;89.49423;0.918766846;89.07646;0.973075716
5.74322407;82.97199;1.153170807;91.89561;0.778450203;89.48355;0.894370162;89.08468;0.961581758
5.755495916;83.01889;1.064378682;91.9087;0.764538207;89.51154;0.89032517;89.10277;0.986374471
5.767767762;82.87987;1.038624664;91.89885;0.760819169;89.47527;0.923187065;89.12741;0.995396716
5.780039609;82.95393;1.106553724;91.89799;0.750388146;89.44489;0.9392586;89.15628;0.968927243
5.792311455;83.05266;1.07269075;91.89152;0.740126942;89.43423;0.973850634;89.19327;0.966733654
5.804583301;82.86846;1.11015538;91.87915;0.737947198;89.44574;0.974127205;89.22451;0.943801245
5.816855148;82.95558;1.169777203;91.86187;0.742090947;89.46545;0.99991504;89.22122;0.948979479
5.829126994;82.9983;1.141091368;91.86515;0.748188471;89.43831;0.979838126;89.23187;0.953687534
5.84139884;82.97773;1.239443447;91.85445;0.733920123;89.41031;0.969945882;89.26808;0.959411671
5.853670687;82.9687;1.145519249;91.84289;0.730097376;89.41365;0.94805688;89.24257;0.980829947
5.865942533;82.79355;1.218667915;91.85361;0.735296497;89.37251;0.935560361;89.24258;0.953758451
5.878214379;82.78868;1.039509297;91.84459;0.713439277;89.33307;0.983412236;89.26233;0.93201191
5.890486225;82.88242;1.072571584;91.84793;0.718505953;89.28862;0.960333273;89.25575;0.931800809
5.902758072;82.63981;1.07065603;91.82814;0.712186507;89.29106;0.972293298;89.21621;0.905489849
5.915029918;82.73848;1.097512929;91.82241;0.714814131;89.26975;0.966500526;89.21706;0.919864205
5.927301764;82.70635;1.148414763;91.79443;0.743939033;89.20968;0.944313665;89.17763;0.93202402
5.939573611;82.60112;1.041709098;91.81331;0.737936687;89.22117;0.948464855;89.13322;0.924896595
5.951845457;82.55999;1.080118813;91.80266;0.739618689;89.19982;0.937568722;89.06168;0.934969677
5.964117303;82.65869;1.02334254;91.78125;0.749906319;89.1801;0.934298223;89.02792;0.957687785
5.97638915;82.6365;1.035840282;91.78783;0.740005568;89.18011;0.93996719;89.00327;0.938220378
5.988660996;82.52887;1.089798419;91.77799;0.741962162;89.2064;0.9556868;89.00332;0.928268225
6.000932842;82.55261;1.131245702;91.78296;0.732989903;89.20889;0.948916697;88.95892;0.920042789
6.013204689;82.54271;1.09269836;91.76727;0.740079872;89.18998;0.933552505;88.94909;0.91634845
6.025476535;82.48522;1.112379617;91.74918;0.744237293;89.17182;0.9305419;88.92183;0.920647153
6.037748381;82.38734;1.132321414;91.73032;0.742423934;89.2015;0.95284801;88.89394;0.945859607
6.050020227;82.36098;1.143648154;91.73028;0.755650542;89.17597;0.94771856;88.88489;0.930614699
6.062292074;82.47697;1.162598413;91.72041;0.765909774;89.16938;0.937094603;88.8931;0.937232559
6.07456392;82.37662;1.318697431;91.69986;0.776032461;89.11753;0.979227547;88.86924;0.904911467
6.086835766;82.30594;1.146500866;91.68919;0.777556592;89.1028;0.986342405;88.84619;0.909541551
6.099107613;82.22696;1.11135268;91.66776;0.767616091;89.07142;0.960919874;88.81908;0.906697289
6.111379459;82.27875;1.082293226;91.67356;0.751005437;89.06332;0.906567746;88.80343;0.89710284
6.123651305;82.34534;1.152691747;91.67438;0.745546106;89.06494;0.917054358;88.78621;0.88571113
6.135923152;82.34048;1.020584122;91.6678;0.750667276;89.0468;0.915536924;88.77307;0.88315521
6.148194998;82.33876;1.156639556;91.66528;0.74952441;89.02546;0.896592933;88.75656;0.902710478
6.160466844;82.273;1.026535874;91.67191;0.737650216;88.96788;0.877967599;88.7467;0.892165338
6.17273869;82.32811;1.132688491;91.67686;0.726871158;88.96384;0.894316306;88.7475;0.894474175
6.185010537;82.3922;1.1161629;91.65704;0.726416587;88.93993;0.894908669;88.7385;0.903087443
6.197282383;82.30014;1.049394264;91.67188;0.719143842;88.94817;0.834402218;88.72525;0.864902924
6.209554229;82.21305;1.039455467;91.66451;0.69703926;88.90702;0.845928082;88.71952;0.885931684
6.221826076;82.21791;1.117516148;91.65298;0.7072883;88.90378;0.877742475;88.77136;0.918933115
6.234097922;82.33881;1.0419985;91.67106;0.711786272;88.88645;0.885244953;88.78288;0.911961735
6.246369768;82.25;1.011996877;91.67931;0.698661616;88.88731;0.905058094;88.77958;0.911467116
6.258641615;82.22617;1.286575369;91.67601;0.698439897;88.88323;0.876695909;88.76722;0.909426991
6.270913461;82.23522;1.059321137;91.6834;0.71091299;88.91116;0.835714386;88.73846;0.912619509
